"Notes"	"Age Group"	"Age Group Code"	"Year"	"Year Code"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	Deaths	Population	"Crude Rate"
	"20-24 years"	"20-24"	"2007"	"2007"	"Complications predominantly related to the puerperium"	"O85-O92"	19	21077999	0.1 (Unreliable)
	"20-24 years"	"20-24"	"2007"	"2007"	"Other obstetric conditions, not elsewhere classified"	"O95-O99"	51	21077999	0.2
	"20-24 years"	"20-24"	"2007"	"2007"	"Newborn affected by maternal factors and by complications of pregnancy, labour and delivery"	"P00-P04"	1	21077999	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2007"	"2007"	"Birth trauma"	"P10-P15"	2	21077999	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2007"	"2007"	"Respiratory and cardiovascular disorders specific to the perinatal period"	"P20-P29"	1	21077999	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2007"	"2007"	"Infections specific to the perinatal period"	"P35-P39"	1	21077999	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2007"	"2007"	"Congenital malformations of the nervous system"	"Q00-Q07"	44	21077999	0.2
	"20-24 years"	"20-24"	"2007"	"2007"	"Congenital malformations of the circulatory system"	"Q20-Q28"	87	21077999	0.4
	"20-24 years"	"20-24"	"2007"	"2007"	"Congenital malformations of the respiratory system"	"Q30-Q34"	2	21077999	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2007"	"2007"	"Other congenital malformations of the digestive system"	"Q38-Q45"	10	21077999	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2007"	"2007"	"Congenital malformations of the urinary system"	"Q60-Q64"	3	21077999	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2007"	"2007"	"Congenital malformations and deformations of the musculoskeletal system"	"Q65-Q79"	7	21077999	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2007"	"2007"	"Other congenital malformations"	"Q80-Q89"	28	21077999	0.1
	"20-24 years"	"20-24"	"2007"	"2007"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	30	21077999	0.1
	"20-24 years"	"20-24"	"2007"	"2007"	"Symptoms and signs involving the circulatory and respiratory systems"	"R00-R09"	5	21077999	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2007"	"2007"	"General symptoms and signs"	"R50-R68"	112	21077999	0.5
	"20-24 years"	"20-24"	"2007"	"2007"	"Abnormal findings on diagnostic imaging and in function studies, without diagnosis"	"R90-R94"	1	21077999	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2007"	"2007"	"Ill-defined and unknown causes of mortality"	"R95-R99"	252	21077999	1.2
	"20-24 years"	"20-24"	"2007"	"2007"	"Transport accidents"	"V01-V99"	6034	21077999	28.6
	"20-24 years"	"20-24"	"2007"	"2007"	"Other external causes of accidental injury"	"W00-X59"	3309	21077999	15.7
	"20-24 years"	"20-24"	"2007"	"2007"	"Intentional self-harm"	"X60-X84"	2650	21077999	12.6
	"20-24 years"	"20-24"	"2007"	"2007"	"Assault"	"X85-Y09"	3299	21077999	15.7
	"20-24 years"	"20-24"	"2007"	"2007"	"Event of undetermined intent"	"Y10-Y34"	397	21077999	1.9
	"20-24 years"	"20-24"	"2007"	"2007"	"Legal intervention and operations of war"	"Y35-Y36"	76	21077999	0.4
	"20-24 years"	"20-24"	"2007"	"2007"	"Complications of medical and surgical care"	"Y40-Y84"	17	21077999	0.1 (Unreliable)
	"20-24 years"	"20-24"	"2007"	"2007"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	100	21077999	0.5
	"20-24 years"	"20-24"	"2008"	"2008"	"Intestinal infectious diseases"	"A00-A09"	2	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Tuberculosis"	"A16-A19"	4	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Other bacterial diseases"	"A30-A49"	101	21180612	0.5
	"20-24 years"	"20-24"	"2008"	"2008"	"Viral infections of the central nervous system"	"A80-A89"	8	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Viral hepatitis"	"B15-B19"	9	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	140	21180612	0.7
	"20-24 years"	"20-24"	"2008"	"2008"	"Other viral diseases"	"B25-B34"	13	21180612	0.1 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Mycoses"	"B35-B49"	7	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Sequelae of infectious and parasitic diseases"	"B90-B94"	2	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Other infectious diseases"	"B99-B99"	3	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Malignant neoplasms"	"C00-C97"	978	21180612	4.6
	"20-24 years"	"20-24"	"2008"	"2008"	"Benign neoplasms"	"D10-D36"	10	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	33	21180612	0.2
	"20-24 years"	"20-24"	"2008"	"2008"	"Haemolytic anaemias"	"D55-D59"	46	21180612	0.2
	"20-24 years"	"20-24"	"2008"	"2008"	"Aplastic and other anaemias"	"D60-D64"	16	21180612	0.1 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	14	21180612	0.1 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Other diseases of blood and blood-forming organs"	"D70-D76"	11	21180612	0.1 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Certain disorders involving the immune mechanism"	"D80-D89"	10	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Disorders of thyroid gland"	"E00-E07"	12	21180612	0.1 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Diabetes mellitus"	"E10-E14"	152	21180612	0.7
	"20-24 years"	"20-24"	"2008"	"2008"	"Other disorders of glucose regulation and pancreatic internal secretion"	"E15-E16"	2	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Disorders of other endocrine glands"	"E20-E34"	7	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Malnutrition"	"E40-E46"	3	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Obesity and other hyperalimentation"	"E65-E68"	61	21180612	0.3
	"20-24 years"	"20-24"	"2008"	"2008"	"Metabolic disorders"	"E70-E88"	161	21180612	0.8
	"20-24 years"	"20-24"	"2008"	"2008"	"Organic, including symptomatic, mental disorders"	"F01-F09"	7	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	91	21180612	0.4
	"20-24 years"	"20-24"	"2008"	"2008"	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	3	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Mood [affective] disorders"	"F30-F39"	3	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Behavioural syndromes associated with physiological disturbances and physical factors"	"F50-F59"	6	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Mental retardation"	"F70-F79"	8	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Disorders of psychological development"	"F80-F89"	9	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Inflammatory diseases of the central nervous system"	"G00-G09"	30	21180612	0.1
	"20-24 years"	"20-24"	"2008"	"2008"	"Systemic atrophies primarily affecting the central nervous system"	"G10-G14"	18	21180612	0.1 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Extrapyramidal and movement disorders"	"G20-G25"	5	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Other degenerative diseases of the nervous system"	"G30-G31"	6	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Demyelinating diseases of the central nervous system"	"G35-G37"	12	21180612	0.1 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Episodic and paroxysmal disorders"	"G40-G47"	100	21180612	0.5
	"20-24 years"	"20-24"	"2008"	"2008"	"Polyneuropathies and other disorders of the peripheral nervous system"	"G60-G64"	1	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Diseases of myoneural junction and muscle"	"G70-G72"	118	21180612	0.6
	"20-24 years"	"20-24"	"2008"	"2008"	"Cerebral palsy and other paralytic syndromes"	"G80-G83"	175	21180612	0.8
	"20-24 years"	"20-24"	"2008"	"2008"	"Other disorders of the nervous system"	"G90-G98"	95	21180612	0.4
	"20-24 years"	"20-24"	"2008"	"2008"	"Disorders of ocular muscles, binocular movement, accommodation and refraction"	"H49-H52"	2	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Diseases of middle ear and mastoid"	"H65-H74"	1	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Chronic rheumatic heart diseases"	"I05-I09"	7	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Hypertensive diseases"	"I10-I15"	65	21180612	0.3
	"20-24 years"	"20-24"	"2008"	"2008"	"Ischaemic heart diseases"	"I20-I25"	115	21180612	0.5
	"20-24 years"	"20-24"	"2008"	"2008"	"Pulmonary heart disease and diseases of pulmonary circulation"	"I26-I28"	89	21180612	0.4
	"20-24 years"	"20-24"	"2008"	"2008"	"Other forms of heart disease"	"I30-I51"	442	21180612	2.1
	"20-24 years"	"20-24"	"2008"	"2008"	"Cerebrovascular diseases"	"I60-I69"	117	21180612	0.6
	"20-24 years"	"20-24"	"2008"	"2008"	"Diseases of arteries, arterioles and capillaries"	"I70-I78"	35	21180612	0.2
	"20-24 years"	"20-24"	"2008"	"2008"	"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"	"I80-I89"	33	21180612	0.2
	"20-24 years"	"20-24"	"2008"	"2008"	"Acute upper respiratory infections"	"J00-J06"	3	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Influenza and pneumonia"	"J09-J18"	142	21180612	0.7
	"20-24 years"	"20-24"	"2008"	"2008"	"Other acute lower respiratory infections"	"J20-J22"	2	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Other diseases of upper respiratory tract"	"J30-J39"	8	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Chronic lower respiratory diseases"	"J40-J47"	92	21180612	0.4
	"20-24 years"	"20-24"	"2008"	"2008"	"Lung diseases due to external agents"	"J60-J70"	26	21180612	0.1
	"20-24 years"	"20-24"	"2008"	"2008"	"Other respiratory diseases principally affecting the interstitium"	"J80-J84"	42	21180612	0.2
	"20-24 years"	"20-24"	"2008"	"2008"	"Suppurative and necrotic conditions of lower respiratory tract"	"J85-J86"	5	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Other diseases of pleura"	"J90-J94"	3	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Other diseases of the respiratory system"	"J96-J98"	24	21180612	0.1
	"20-24 years"	"20-24"	"2008"	"2008"	"Diseases of oral cavity, salivary glands and jaws"	"K00-K14"	1	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Diseases of oesophagus, stomach and duodenum"	"K20-K31"	13	21180612	0.1 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Diseases of appendix"	"K35-K38"	3	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Hernia"	"K40-K46"	1	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Noninfective enteritis and colitis"	"K50-K52"	12	21180612	0.1 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Other diseases of intestines"	"K55-K63"	38	21180612	0.2
	"20-24 years"	"20-24"	"2008"	"2008"	"Diseases of peritoneum"	"K65-K66"	3	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Diseases of liver"	"K70-K76"	65	21180612	0.3
	"20-24 years"	"20-24"	"2008"	"2008"	"Disorders of gallbladder, biliary tract and pancreas"	"K80-K86"	26	21180612	0.1
	"20-24 years"	"20-24"	"2008"	"2008"	"Other diseases of the digestive system"	"K90-K92"	17	21180612	0.1 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Infections of the skin and subcutaneous tissue"	"L00-L08"	4	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Urticaria and erythema"	"L50-L53"	2	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Other disorders of the skin and subcutaneous tissue"	"L80-L98"	6	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Arthropathies"	"M00-M25"	2	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Systemic connective tissue disorders"	"M30-M35"	80	21180612	0.4
	"20-24 years"	"20-24"	"2008"	"2008"	"Dorsopathies"	"M40-M54"	4	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Soft tissue disorders"	"M60-M79"	10	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Osteopathies and chondropathies"	"M80-M94"	3	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Other disorders of the musculoskeletal system and connective tissue"	"M95-M99"	1	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Glomerular diseases"	"N00-N07"	2	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Renal tubulo-interstitial diseases"	"N10-N15"	9	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Renal failure"	"N17-N19"	56	21180612	0.3
	"20-24 years"	"20-24"	"2008"	"2008"	"Other disorders of kidney and ureter"	"N25-N28"	7	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Other diseases of urinary system"	"N30-N39"	7	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Disorders of breast"	"N60-N64"	1	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Inflammatory diseases of female pelvic organs"	"N70-N76"	1	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Noninflammatory disorders of female genital tract"	"N80-N98"	2	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Pregnancy with abortive outcome"	"O00-O07"	8	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium"	"O10-O16"	11	21180612	0.1 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Other maternal disorders predominantly related to pregnancy"	"O20-O29"	22	21180612	0.1
	"20-24 years"	"20-24"	"2008"	"2008"	"Maternal care related to the fetus and amniotic cavity and possible delivery problems"	"O30-O48"	6	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Complications of labour and delivery"	"O60-O75"	8	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Complications predominantly related to the puerperium"	"O85-O92"	13	21180612	0.1 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Other obstetric conditions, not elsewhere classified"	"O95-O99"	60	21180612	0.3
	"20-24 years"	"20-24"	"2008"	"2008"	"Newborn affected by maternal factors and by complications of pregnancy, labour and delivery"	"P00-P04"	2	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Birth trauma"	"P10-P15"	3	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Respiratory and cardiovascular disorders specific to the perinatal period"	"P20-P29"	5	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Infections specific to the perinatal period"	"P35-P39"	1	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Other disorders originating in the perinatal period"	"P90-P96"	1	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Congenital malformations of the nervous system"	"Q00-Q07"	48	21180612	0.2
	"20-24 years"	"20-24"	"2008"	"2008"	"Congenital malformations of the circulatory system"	"Q20-Q28"	106	21180612	0.5
	"20-24 years"	"20-24"	"2008"	"2008"	"Other congenital malformations of the digestive system"	"Q38-Q45"	3	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Congenital malformations of the urinary system"	"Q60-Q64"	1	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Congenital malformations and deformations of the musculoskeletal system"	"Q65-Q79"	8	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Other congenital malformations"	"Q80-Q89"	44	21180612	0.2
	"20-24 years"	"20-24"	"2008"	"2008"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	27	21180612	0.1
	"20-24 years"	"20-24"	"2008"	"2008"	"Symptoms and signs involving the circulatory and respiratory systems"	"R00-R09"	8	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"General symptoms and signs"	"R50-R68"	114	21180612	0.5
	"20-24 years"	"20-24"	"2008"	"2008"	"Abnormal findings on examination of blood, without diagnosis"	"R70-R79"	1	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Abnormal findings on diagnostic imaging and in function studies, without diagnosis"	"R90-R94"	2	21180612	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2008"	"2008"	"Ill-defined and unknown causes of mortality"	"R95-R99"	318	21180612	1.5
	"20-24 years"	"20-24"	"2008"	"2008"	"Transport accidents"	"V01-V99"	5256	21180612	24.8
	"20-24 years"	"20-24"	"2008"	"2008"	"Other external causes of accidental injury"	"W00-X59"	3233	21180612	15.3
	"20-24 years"	"20-24"	"2008"	"2008"	"Intentional self-harm"	"X60-X84"	2692	21180612	12.7
	"20-24 years"	"20-24"	"2008"	"2008"	"Assault"	"X85-Y09"	3159	21180612	14.9
	"20-24 years"	"20-24"	"2008"	"2008"	"Event of undetermined intent"	"Y10-Y34"	338	21180612	1.6
	"20-24 years"	"20-24"	"2008"	"2008"	"Legal intervention and operations of war"	"Y35-Y36"	66	21180612	0.3
	"20-24 years"	"20-24"	"2008"	"2008"	"Complications of medical and surgical care"	"Y40-Y84"	20	21180612	0.1
	"20-24 years"	"20-24"	"2008"	"2008"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	86	21180612	0.4
	"20-24 years"	"20-24"	"2009"	"2009"	"Intestinal infectious diseases"	"A00-A09"	11	21384122	0.1 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Tuberculosis"	"A16-A19"	3	21384122	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Other bacterial diseases"	"A30-A49"	100	21384122	0.5
	"20-24 years"	"20-24"	"2009"	"2009"	"Viral infections of the central nervous system"	"A80-A89"	2	21384122	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Viral hepatitis"	"B15-B19"	5	21384122	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	127	21384122	0.6
	"20-24 years"	"20-24"	"2009"	"2009"	"Other viral diseases"	"B25-B34"	14	21384122	0.1 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Mycoses"	"B35-B49"	9	21384122	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Protozoal diseases"	"B50-B64"	4	21384122	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Sequelae of infectious and parasitic diseases"	"B90-B94"	2	21384122	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Other infectious diseases"	"B99-B99"	1	21384122	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Malignant neoplasms"	"C00-C97"	992	21384122	4.6
	"20-24 years"	"20-24"	"2009"	"2009"	"Benign neoplasms"	"D10-D36"	6	21384122	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	30	21384122	0.1
	"20-24 years"	"20-24"	"2009"	"2009"	"Haemolytic anaemias"	"D55-D59"	51	21384122	0.2
	"20-24 years"	"20-24"	"2009"	"2009"	"Aplastic and other anaemias"	"D60-D64"	5	21384122	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	22	21384122	0.1
	"20-24 years"	"20-24"	"2009"	"2009"	"Other diseases of blood and blood-forming organs"	"D70-D76"	10	21384122	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Certain disorders involving the immune mechanism"	"D80-D89"	18	21384122	0.1 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Disorders of thyroid gland"	"E00-E07"	8	21384122	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Diabetes mellitus"	"E10-E14"	122	21384122	0.6
	"20-24 years"	"20-24"	"2009"	"2009"	"Other disorders of glucose regulation and pancreatic internal secretion"	"E15-E16"	1	21384122	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Disorders of other endocrine glands"	"E20-E34"	11	21384122	0.1 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Malnutrition"	"E40-E46"	3	21384122	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Obesity and other hyperalimentation"	"E65-E68"	66	21384122	0.3
	"20-24 years"	"20-24"	"2009"	"2009"	"Metabolic disorders"	"E70-E88"	148	21384122	0.7
	"20-24 years"	"20-24"	"2009"	"2009"	"Organic, including symptomatic, mental disorders"	"F01-F09"	6	21384122	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	112	21384122	0.5
	"20-24 years"	"20-24"	"2009"	"2009"	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	1	21384122	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Mood [affective] disorders"	"F30-F39"	4	21384122	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Neurotic, stress-related and somatoform disorders"	"F40-F48"	1	21384122	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Behavioural syndromes associated with physiological disturbances and physical factors"	"F50-F59"	3	21384122	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Mental retardation"	"F70-F79"	9	21384122	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Disorders of psychological development"	"F80-F89"	7	21384122	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Inflammatory diseases of the central nervous system"	"G00-G09"	40	21384122	0.2
	"20-24 years"	"20-24"	"2009"	"2009"	"Systemic atrophies primarily affecting the central nervous system"	"G10-G14"	26	21384122	0.1
	"20-24 years"	"20-24"	"2009"	"2009"	"Extrapyramidal and movement disorders"	"G20-G25"	2	21384122	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Other degenerative diseases of the nervous system"	"G30-G31"	6	21384122	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Demyelinating diseases of the central nervous system"	"G35-G37"	14	21384122	0.1 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Episodic and paroxysmal disorders"	"G40-G47"	68	21384122	0.3
	"20-24 years"	"20-24"	"2009"	"2009"	"Polyneuropathies and other disorders of the peripheral nervous system"	"G60-G64"	3	21384122	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Diseases of myoneural junction and muscle"	"G70-G72"	106	21384122	0.5
	"20-24 years"	"20-24"	"2009"	"2009"	"Cerebral palsy and other paralytic syndromes"	"G80-G83"	170	21384122	0.8
	"20-24 years"	"20-24"	"2009"	"2009"	"Other disorders of the nervous system"	"G90-G98"	96	21384122	0.4
	"20-24 years"	"20-24"	"2009"	"2009"	"Chronic rheumatic heart diseases"	"I05-I09"	7	21384122	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Hypertensive diseases"	"I10-I15"	77	21384122	0.4
	"20-24 years"	"20-24"	"2009"	"2009"	"Ischaemic heart diseases"	"I20-I25"	84	21384122	0.4
	"20-24 years"	"20-24"	"2009"	"2009"	"Pulmonary heart disease and diseases of pulmonary circulation"	"I26-I28"	82	21384122	0.4
	"20-24 years"	"20-24"	"2009"	"2009"	"Other forms of heart disease"	"I30-I51"	466	21384122	2.2
	"20-24 years"	"20-24"	"2009"	"2009"	"Cerebrovascular diseases"	"I60-I69"	133	21384122	0.6
	"20-24 years"	"20-24"	"2009"	"2009"	"Diseases of arteries, arterioles and capillaries"	"I70-I78"	37	21384122	0.2
	"20-24 years"	"20-24"	"2009"	"2009"	"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"	"I80-I89"	34	21384122	0.2
	"20-24 years"	"20-24"	"2009"	"2009"	"Other and unspecified disorders of the circulatory system"	"I95-I99"	1	21384122	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Acute upper respiratory infections"	"J00-J06"	5	21384122	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Influenza and pneumonia"	"J09-J18"	255	21384122	1.2
	"20-24 years"	"20-24"	"2009"	"2009"	"Other acute lower respiratory infections"	"J20-J22"	3	21384122	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Other diseases of upper respiratory tract"	"J30-J39"	9	21384122	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Chronic lower respiratory diseases"	"J40-J47"	101	21384122	0.5
	"20-24 years"	"20-24"	"2009"	"2009"	"Lung diseases due to external agents"	"J60-J70"	37	21384122	0.2
	"20-24 years"	"20-24"	"2009"	"2009"	"Other respiratory diseases principally affecting the interstitium"	"J80-J84"	55	21384122	0.3
	"20-24 years"	"20-24"	"2009"	"2009"	"Suppurative and necrotic conditions of lower respiratory tract"	"J85-J86"	8	21384122	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Other diseases of pleura"	"J90-J94"	9	21384122	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Other diseases of the respiratory system"	"J96-J98"	23	21384122	0.1
	"20-24 years"	"20-24"	"2009"	"2009"	"Diseases of oral cavity, salivary glands and jaws"	"K00-K14"	2	21384122	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Diseases of oesophagus, stomach and duodenum"	"K20-K31"	22	21384122	0.1
	"20-24 years"	"20-24"	"2009"	"2009"	"Diseases of appendix"	"K35-K38"	6	21384122	0.0 (Unreliable)
	"20-24 years"	"20-24"	"2009"	"2009"	"Hernia"	"K40-K46"	1	21384122	0.0 (Unreliable)
